Timestamp,KW
21-01-2021 00:00,64.09145355
21-01-2021 00:00,47.56545258
21-01-2021 00:01,47.56545258
21-01-2021 00:01,60.56891632
21-01-2021 00:01,60.56891632
21-01-2021 00:02,57.52177429
21-01-2021 00:02,57.52177429
21-01-2021 00:02,63.07210159
21-01-2021 00:03,58.57744217
21-01-2021 00:03,52.4553833
21-01-2021 00:04,60.7674408
21-01-2021 00:04,60.7674408
21-01-2021 00:04,60.7674408
21-01-2021 00:05,63.57376099
21-01-2021 00:05,63.57376099
21-01-2021 00:05,62.87753677
21-01-2021 00:06,62.87753677
21-01-2021 00:06,62.87753677
21-01-2021 00:07,64.2196579
21-01-2021 00:07,63.68072128
21-01-2021 00:07,63.68072128
21-01-2021 00:08,63.68072128
21-01-2021 00:08,61.09466171
21-01-2021 00:08,61.84769821
21-01-2021 00:09,61.84769821
21-01-2021 00:09,59.03941345
21-01-2021 00:10,59.03941345
21-01-2021 00:10,59.03941345
21-01-2021 00:11,59.03941345
21-01-2021 00:11,59.03941345
21-01-2021 00:12,59.03941345
21-01-2021 00:12,59.03941345
21-01-2021 00:12,62.75447083
21-01-2021 00:13,62.75447083
21-01-2021 00:13,60.68938446
21-01-2021 00:13,62.86419296
21-01-2021 00:14,62.7008934
21-01-2021 00:14,62.7008934
21-01-2021 00:14,62.7008934
21-01-2021 00:15,62.7008934
21-01-2021 00:15,62.7008934
21-01-2021 00:16,62.7008934
21-01-2021 00:16,62.7008934
21-01-2021 00:16,61.42378998
21-01-2021 00:17,61.42378998
21-01-2021 00:17,61.42378998
21-01-2021 00:17,59.08993912
21-01-2021 00:18,59.08993912
21-01-2021 00:18,59.08993912
21-01-2021 00:19,63.68378067
21-01-2021 00:20,67.99235535
21-01-2021 00:20,67.99235535
21-01-2021 00:20,67.43438721
21-01-2021 00:21,67.74634552
21-01-2021 00:21,67.74634552
21-01-2021 00:22,67.74634552
21-01-2021 00:22,67.74634552
21-01-2021 00:22,64.94013977
21-01-2021 00:23,64.94013977
21-01-2021 00:23,64.94013977
21-01-2021 00:24,64.94013977
21-01-2021 00:24,64.94013977
21-01-2021 00:25,64.94013977
21-01-2021 00:25,55.87397385
21-01-2021 00:26,55.87397385
21-01-2021 00:26,59.11351013
21-01-2021 00:26,59.11351013
21-01-2021 00:27,57.87895584
21-01-2021 00:27,63.50249481
21-01-2021 00:28,59.48308182
21-01-2021 00:28,59.48308182
21-01-2021 00:29,65.57107544
21-01-2021 00:29,65.57107544
21-01-2021 00:29,64.17399597
21-01-2021 00:30,64.17399597
21-01-2021 00:30,63.5573616
21-01-2021 00:31,64.87776184
21-01-2021 00:31,64.87776184
21-01-2021 00:31,62.08226013
21-01-2021 00:32,62.08226013
21-01-2021 00:32,62.74899292
21-01-2021 00:32,62.74899292
21-01-2021 00:33,62.8418045
21-01-2021 00:33,62.8418045
21-01-2021 00:34,60.82045746
21-01-2021 00:34,60.82045746
21-01-2021 00:35,60.82045746
21-01-2021 00:35,57.66179657
21-01-2021 00:35,57.66179657
21-01-2021 00:36,66.44248962
21-01-2021 00:36,66.44248962
21-01-2021 00:37,72.37001038
21-01-2021 00:37,72.37001038
21-01-2021 00:38,58.18092728
21-01-2021 00:38,58.18092728
21-01-2021 00:39,65.20428467
21-01-2021 00:39,65.20428467
21-01-2021 00:40,65.20428467
21-01-2021 00:40,66.78211212
21-01-2021 00:41,66.78211212
21-01-2021 00:41,61.75729752
21-01-2021 00:41,67.2212677
21-01-2021 00:42,67.2212677
21-01-2021 00:42,64.16712952
21-01-2021 00:42,64.16712952
21-01-2021 00:43,64.16712952
21-01-2021 00:43,64.16712952
21-01-2021 00:43,60.96893692
21-01-2021 00:44,60.96893692
21-01-2021 00:44,64.03534698
21-01-2021 00:44,64.03534698
21-01-2021 00:45,64.03534698
21-01-2021 00:45,58.89464569
21-01-2021 00:46,57.40117264
21-01-2021 00:46,63.40698624
21-01-2021 00:47,63.40698624
21-01-2021 00:47,57.75271988
21-01-2021 00:47,57.75271988
21-01-2021 00:48,54.34126282
21-01-2021 00:48,59.14220428
21-01-2021 00:49,58.69073105
21-01-2021 00:49,58.69073105
21-01-2021 00:50,58.69073105
21-01-2021 00:50,61.5166626
21-01-2021 00:51,61.5166626
21-01-2021 00:51,61.87717438
21-01-2021 00:52,64.30612946
21-01-2021 00:52,64.30612946
21-01-2021 00:53,59.65203857
21-01-2021 00:53,59.65203857
21-01-2021 00:54,59.65203857
21-01-2021 00:54,61.70426178
21-01-2021 00:55,61.70426178
21-01-2021 00:55,64.78272247
21-01-2021 00:55,64.78272247
21-01-2021 00:56,64.014534
21-01-2021 00:56,64.014534
21-01-2021 00:57,64.014534
21-01-2021 00:57,64.92079163
21-01-2021 00:57,64.92079163
21-01-2021 00:58,64.95420837
21-01-2021 00:58,64.95420837
21-01-2021 00:58,63.27020645
21-01-2021 00:59,63.27020645
21-01-2021 00:59,71.91182709
21-01-2021 00:59,71.91182709
21-01-2021 01:00,72.89021301
21-01-2021 01:00,62.63277817
21-01-2021 01:00,64.1155014
21-01-2021 01:01,64.1155014
21-01-2021 01:01,64.1155014
21-01-2021 01:01,64.1155014
21-01-2021 01:02,64.1155014
21-01-2021 01:02,64.1155014
21-01-2021 01:03,64.1155014
21-01-2021 01:03,65.66725922
21-01-2021 01:04,65.48496246
21-01-2021 01:04,65.48496246
21-01-2021 01:04,64.11462402
21-01-2021 01:05,64.11462402
21-01-2021 01:05,55.98916626
21-01-2021 01:06,55.98916626
21-01-2021 01:06,55.98916626
