id,machine_number,downtime,timestamp_dt
1783,5,328,2020-09-03 10:40:23.769563
1903,5,287,2020-09-03 12:00:25.366892
1915,5,287,2020-09-03 12:05:25.470266
1927,5,328,2020-09-03 12:10:25.587282
1938,5,287,2020-09-03 12:15:25.665634
1951,5,287,2020-09-03 12:20:25.774073
1962,5,328,2020-09-03 12:25:25.866349
1975,5,287,2020-09-03 12:30:25.970033
1986,5,287,2020-09-03 12:35:26.066016
1998,5,287,2020-09-03 12:40:26.169082
2009,5,287,2020-09-03 12:45:26.234307
2023,5,287,2020-09-03 12:50:26.341586
2033,5,328,2020-09-03 12:55:26.414951
2045,5,287,2020-09-03 13:00:26.524659
2057,5,287,2020-09-03 13:05:26.612908
2069,5,287,2020-09-03 13:10:26.729423
2081,5,328,2020-09-03 13:15:26.804771
2093,5,287,2020-09-03 13:20:26.910836
2105,5,287,2020-09-03 13:25:27.019449
2117,5,328,2020-09-03 13:30:27.12335
2129,5,287,2020-09-03 13:35:27.224667
2141,5,287,2020-09-03 13:40:27.312253
2153,5,328,2020-09-03 13:45:27.408785
2165,5,287,2020-09-03 13:50:27.516153
2177,5,287,2020-09-03 13:55:27.622293
2189,5,328,2020-09-03 14:00:27.710711
2201,5,287,2020-09-03 14:05:27.820173
2213,5,287,2020-09-03 14:10:27.908519
2225,5,328,2020-09-03 14:15:28.011394
2237,5,287,2020-09-03 14:20:28.112569
2250,5,287,2020-09-03 14:25:28.230384
2261,5,328,2020-09-03 14:30:28.332452
2274,5,287,2020-09-03 14:35:28.421212
2285,5,287,2020-09-03 14:40:28.525497
2297,5,287,2020-09-03 14:45:28.630103
2310,5,328,2020-09-03 14:50:28.725372
2323,5,287,2020-09-03 14:55:28.831537
2333,5,287,2020-09-03 15:00:28.914444
2365,5,328,2020-09-03 15:25:29.400067
2378,5,287,2020-09-03 15:30:29.505605
2390,5,287,2020-09-03 15:35:29.598115
2401,5,328,2020-09-03 15:40:29.70907
2414,5,287,2020-09-03 15:45:29.800343
2426,5,287,2020-09-03 15:50:29.89968
2438,5,328,2020-09-03 15:55:29.994475
2450,5,287,2020-09-03 16:00:30.106789
2461,5,287,2020-09-03 16:05:30.221532
2473,5,287,2020-09-03 16:10:30.307509
2486,5,328,2020-09-03 16:15:30.408135
2498,5,287,2020-09-03 16:20:30.500026
2510,5,287,2020-09-03 16:25:30.593708
2522,5,328,2020-09-03 16:30:30.700842
2533,5,287,2020-09-03 16:35:30.799072
2545,5,287,2020-09-03 16:40:30.906471
2557,5,328,2020-09-03 16:45:31.011125
2570,5,287,2020-09-03 16:50:31.099519
2582,5,287,2020-09-03 16:55:31.198176
2594,5,328,2020-09-03 17:00:31.301477
2607,5,287,2020-09-03 17:05:31.422019
2618,5,287,2020-09-03 17:10:31.511165
2629,5,328,2020-09-03 17:15:31.601357
2642,5,287,2020-09-03 17:20:31.696329
2654,5,287,2020-09-03 17:25:31.801238
2665,5,328,2020-09-03 17:30:31.911645
2689,5,287,2020-09-03 17:40:32.101704
2678,5,287,2020-09-03 17:35:32.006745
2702,5,328,2020-09-03 17:45:32.201077
2714,5,287,2020-09-03 17:50:32.294516
2727,5,287,2020-09-03 17:55:32.42018
2738,5,287,2020-09-03 18:00:32.507808
2751,5,328,2020-09-03 18:05:32.620367
2761,5,287,2020-09-03 18:10:32.709715
2774,5,287,2020-09-03 18:15:32.80153
2786,5,328,2020-09-03 18:20:32.899725
2798,5,287,2020-09-03 18:25:32.994415
2810,5,287,2020-09-03 18:30:33.109009
2822,5,328,2020-09-03 18:35:33.201567
2834,5,287,2020-09-03 18:40:33.296477
2846,5,287,2020-09-03 18:45:33.40105
2858,5,328,2020-09-03 18:50:33.501178
2871,5,287,2020-09-03 18:55:33.6221
2881,5,287,2020-09-03 19:00:33.705555
2894,5,328,2020-09-03 19:05:33.803517
2906,5,287,2020-09-03 19:10:33.895438
2918,5,287,2020-09-03 19:15:34.010276
2954,5,287,2020-09-03 19:40:34.49277
2966,5,287,2020-09-03 19:45:34.594764
2977,5,328,2020-09-03 19:50:34.684203
2989,5,287,2020-09-03 19:55:34.768154
3002,5,287,2020-09-03 20:00:34.860105
3013,5,328,2020-09-03 20:05:34.970115
3025,5,287,2020-09-03 20:10:35.050779
3038,5,287,2020-09-03 20:15:35.150459
3050,5,287,2020-09-03 20:20:35.239747
3062,5,328,2020-09-03 20:25:35.348659
3074,5,287,2020-09-03 20:30:35.440456
3086,5,287,2020-09-03 20:35:35.539951
3098,5,328,2020-09-03 20:40:35.651438
