id,machine_number,downtime,timestamp_dt
1585,11,287,2020-09-03 08:10:20.865746
1593,11,287,2020-09-03 08:15:20.967954
1599,11,287,2020-09-03 08:20:21.055725
1876,11,287,2020-09-03 11:45:25.033414
1883,11,287,2020-09-03 11:50:25.11811
1890,11,328,2020-09-03 11:55:25.227476
1901,11,287,2020-09-03 12:00:25.32846
1913,11,287,2020-09-03 12:05:25.434887
1925,11,287,2020-09-03 12:10:25.523957
1937,11,328,2020-09-03 12:15:25.633113
1949,11,287,2020-09-03 12:20:25.737488
1961,11,287,2020-09-03 12:25:25.834237
1973,11,328,2020-09-03 12:30:25.930254
1985,11,287,2020-09-03 12:35:26.032766
1997,11,287,2020-09-03 12:40:26.135514
2010,11,287,2020-09-03 12:45:26.234473
2021,11,328,2020-09-03 12:50:26.339402
2034,11,287,2020-09-03 12:55:26.421271
2046,11,287,2020-09-03 13:00:26.525398
2058,11,328,2020-09-03 13:05:26.619232
2070,11,287,2020-09-03 13:10:26.72999
2082,11,287,2020-09-03 13:15:26.838293
2094,11,328,2020-09-03 13:20:26.917082
2107,11,287,2020-09-03 13:25:27.065858
2118,11,287,2020-09-03 13:30:27.123639
2130,11,328,2020-09-03 13:35:27.224894
2142,11,287,2020-09-03 13:40:27.318696
2154,11,287,2020-09-03 13:45:27.419554
2166,11,328,2020-09-03 13:50:27.516446
2178,11,287,2020-09-03 13:55:27.623014
2190,11,287,2020-09-03 14:00:27.717353
2202,11,328,2020-09-03 14:05:27.820873
2214,11,287,2020-09-03 14:10:27.91493
2226,11,287,2020-09-03 14:15:28.017445
2238,11,287,2020-09-03 14:20:28.11875
2249,11,328,2020-09-03 14:25:28.230106
2262,11,287,2020-09-03 14:30:28.33276
2273,11,287,2020-09-03 14:35:28.420458
2286,11,328,2020-09-03 14:40:28.525687
2298,11,287,2020-09-03 14:45:28.630268
2309,11,287,2020-09-03 14:50:28.723824
2321,11,328,2020-09-03 14:55:28.830546
2334,11,287,2020-09-03 15:00:28.920735
2366,11,328,2020-09-03 15:25:29.40035
2377,11,287,2020-09-03 15:30:29.505269
2389,11,287,2020-09-03 15:35:29.591805
2402,11,328,2020-09-03 15:40:29.709495
2413,11,287,2020-09-03 15:45:29.794165
2425,11,287,2020-09-03 15:50:29.893054
2437,11,328,2020-09-03 15:55:29.988077
2449,11,287,2020-09-03 16:00:30.106471
2462,11,287,2020-09-03 16:05:30.225772
2474,11,287,2020-09-03 16:10:30.30765
2485,11,328,2020-09-03 16:15:30.407978
2497,11,287,2020-09-03 16:20:30.499667
2509,11,287,2020-09-03 16:25:30.587457
2521,11,328,2020-09-03 16:30:30.693816
2534,11,287,2020-09-03 16:35:30.799902
2546,11,287,2020-09-03 16:40:30.907513
2558,11,328,2020-09-03 16:45:31.011368
2569,11,287,2020-09-03 16:50:31.093203
2581,11,287,2020-09-03 16:55:31.191437
2593,11,328,2020-09-03 17:00:31.301167
2605,11,287,2020-09-03 17:05:31.386617
2617,11,287,2020-09-03 17:10:31.510352
2630,11,328,2020-09-03 17:15:31.601525
2641,11,287,2020-09-03 17:20:31.690106
2653,11,287,2020-09-03 17:25:31.793914
2666,11,328,2020-09-03 17:30:31.912346
2677,11,287,2020-09-03 17:35:32.006591
2690,11,287,2020-09-03 17:40:32.101875
2701,11,328,2020-09-03 17:45:32.194804
2713,11,287,2020-09-03 17:50:32.288094
2725,11,287,2020-09-03 17:55:32.385694
2737,11,287,2020-09-03 18:00:32.507521
2749,11,328,2020-09-03 18:05:32.587218
2762,11,287,2020-09-03 18:10:32.70988
2773,11,287,2020-09-03 18:15:32.80097
2785,11,328,2020-09-03 18:20:32.898636
2797,11,287,2020-09-03 18:25:32.987452
2809,11,287,2020-09-03 18:30:33.108259
2821,11,328,2020-09-03 18:35:33.201262
2833,11,287,2020-09-03 18:40:33.290732
2845,11,287,2020-09-03 18:45:33.395073
2857,11,328,2020-09-03 18:50:33.500478
2869,11,287,2020-09-03 18:55:33.585842
2882,11,287,2020-09-03 19:00:33.706244
2893,11,328,2020-09-03 19:05:33.803302
2905,11,287,2020-09-03 19:10:33.888908
2917,11,287,2020-09-03 19:15:34.009999
2953,11,287,2020-09-03 19:40:34.492567
2965,11,287,2020-09-03 19:45:34.594487
2978,11,328,2020-09-03 19:50:34.684958
2990,11,287,2020-09-03 19:55:34.768456
3001,11,287,2020-09-03 20:00:34.85933
3026,11,287,2020-09-03 20:10:35.050923
3014,11,328,2020-09-03 20:05:34.971782
3037,11,287,2020-09-03 20:15:35.149672
3049,11,287,2020-09-03 20:20:35.232956
3061,11,328,2020-09-03 20:25:35.348378
3073,11,287,2020-09-03 20:30:35.434176
3085,11,287,2020-09-03 20:35:35.533914
3097,11,328,2020-09-03 20:40:35.619002
3109,11,287,2020-09-03 20:45:35.71644
3121,11,287,2020-09-03 20:50:35.822251
3133,11,328,2020-09-03 20:55:35.91144
3145,11,287,2020-09-03 21:00:36.012282
3157,11,287,2020-09-03 21:05:36.12912
3169,11,328,2020-09-03 21:10:36.223886
3181,11,287,2020-09-03 21:15:36.324639
3193,11,287,2020-09-03 21:20:36.415891
3205,11,328,2020-09-03 21:25:36.514689
3217,11,287,2020-09-03 21:30:36.607621
3229,11,287,2020-09-03 21:35:36.716164
3241,11,328,2020-09-03 21:40:36.824184
3253,11,287,2020-09-03 21:45:36.907619
3265,11,287,2020-09-03 21:50:37.014938
3277,11,287,2020-09-03 21:55:37.129611
3289,11,328,2020-09-03 22:00:37.215887
3301,11,287,2020-09-03 22:05:37.318927
3313,11,287,2020-09-03 22:10:37.406581
3325,11,328,2020-09-03 22:15:37.505187
3337,11,287,2020-09-03 22:20:37.619864
3349,11,287,2020-09-03 22:25:37.721113
3361,11,328,2020-09-03 22:30:37.828369
3373,11,287,2020-09-03 22:35:37.905131
3385,11,287,2020-09-03 22:40:38.022552
3397,11,328,2020-09-03 22:45:38.113666
3409,11,287,2020-09-03 22:50:38.225544
3421,11,287,2020-09-03 22:55:38.31903
3433,11,328,2020-09-03 23:00:38.410674
3445,11,287,2020-09-03 23:05:38.509729
3457,11,287,2020-09-03 23:10:38.613855
3469,11,328,2020-09-03 23:15:38.706458
3481,11,287,2020-09-03 23:20:38.819178
3493,11,287,2020-09-03 23:25:38.923472
3505,11,328,2020-09-03 23:30:39.039686
3517,11,287,2020-09-03 23:35:39.112642
3529,11,287,2020-09-03 23:40:39.216904
3541,11,287,2020-09-03 23:45:39.310984
3553,11,328,2020-09-03 23:50:39.420683
3565,11,287,2020-09-03 23:55:39.507834
3577,11,287,2020-09-04 00:00:39.616629
3589,11,328,2020-09-04 00:05:39.711711
3601,11,287,2020-09-04 00:10:39.821185
3613,11,287,2020-09-04 00:15:39.922352
3625,11,328,2020-09-04 00:20:40.038666
3637,11,287,2020-09-04 00:25:40.115864
3649,11,287,2020-09-04 00:30:40.216148
3661,11,328,2020-09-04 00:35:40.308638
3673,11,287,2020-09-04 00:40:40.407391
3685,11,287,2020-09-04 00:45:40.511395
3697,11,328,2020-09-04 00:50:40.616017
